Macrotrends Data Download,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED ""AS IS"" AND SOLELY",,,,,,,,,,,,,,
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.,,,,,,,,,,,,,,
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE,,,,,,,,,,,,,,
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net"".",,,,,,,,,,,,,,
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
date, value,ln(st/st-1),,,,,,,,,,,,
3/5/2012,1698,0.007388832,,,,,,,,,,,,
3/6/2012,1685.5,0.001781473,,,,,,,,,,,,
3/7/2012,1682.5,-0.011229432,,,,,,,,,,,,
3/8/2012,1701.5,0.001176125,,,,,,,,,,,,
3/9/2012,1699.5,-0.003377637,,,,,,,,,,,,
3/12/2012,1705.25,0.00617649,,,,,,,,,,,,
3/13/2012,1694.75,0.019513541,,,,,,,,,,,,
3/14/2012,1662,0.009218048,,,,,,,,,,,,
3/15/2012,1646.75,-0.001365395,,,,,,,,,,,,
3/16/2012,1649,-0.003027553,,,,,,,,,,,,
3/19/2012,1654,0.003330813,,,,,,,,,,,,
3/20/2012,1648.5,-0.004539272,,,,,,,,,,,,
3/21/2012,1656,0.012150818,,,,,,,,,,,,
3/22/2012,1636,-0.009126927,,,,,,,,,,,,
3/23/2012,1651,-0.004230892,,,,,,,,,,,,
3/26/2012,1658,-0.02148054,,,,,,,,,,,,
3/27/2012,1694,0.010086113,,,,,,,,,,,,
3/28/2012,1677,0.012752404,,,,,,,,,,,,
3/29/2012,1655.75,-0.003015229,,,,,,,,,,,,
3/30/2012,1660.75,-0.001955035,,,,,,,,,,,,
4/2/2012,1664,-0.006439558,,,,,,,,,,,,
4/3/2012,1674.75,0.026010842,,,,,,,,,,,,
4/4/2012,1631.75,0.005684889,,,,,,,,,,,,
4/5/2012,1622.5,-0.013012047,,,,,,,,,,,,
4/10/2012,1643.75,-0.00621638,,,,,,,,,,,,
4/11/2012,1654,-0.000906481,,,,,,,,,,,,
4/12/2012,1655.5,-0.009019905,,,,,,,,,,,,
4/13/2012,1670.5,0.013408864,,,,,,,,,,,,
4/16/2012,1648.25,-0.002272556,,,,,,,,,,,,
4/17/2012,1652,0.003334852,,,,,,,,,,,,
4/18/2012,1646.5,0.002736812,,,,,,,,,,,,
4/19/2012,1642,0.001218769,,,,,,,,,,,,
4/20/2012,1640,0.004889985,,,,,,,,,,,,
4/23/2012,1632,-0.0041275,,,,,,,,,,,,
4/24/2012,1638.75,-0.001524391,,,,,,,,,,,,
4/25/2012,1641.25,-0.004255972,,,,,,,,,,,,
4/26/2012,1648.25,-0.003482478,,,,,,,,,,,,
4/27/2012,1654,-0.005125897,,,,,,,,,,,,
4/30/2012,1662.5,0.000752163,,,,,,,,,,,,
5/1/2012,1661.25,0.005281038,,,,,,,,,,,,
5/2/2012,1652.5,0.006069821,,,,,,,,,,,,
5/3/2012,1642.5,0.007946252,,,,,,,,,,,,
5/4/2012,1629.5,0.001535391,,,,,,,,,,,,
5/8/2012,1627,0.025838013,,,,,,,,,,,,
5/9/2012,1585.5,-0.002834201,,,,,,,,,,,,
5/10/2012,1590,0.005834598,,,,,,,,,,,,
5/11/2012,1580.75,0.011292367,,,,,,,,,,,,
5/14/2012,1563,0.002562461,,,,,,,,,,,,
5/15/2012,1559,0.013886869,,,,,,,,,,,,
5/16/2012,1537.5,-0.006159851,,,,,,,,,,,,
5/17/2012,1547,-0.026157791,,,,,,,,,,,,
5/18/2012,1588,-0.001415874,,,,,,,,,,,,
5/21/2012,1590.25,0.009159887,,,,,,,,,,,,
5/22/2012,1575.75,0.013255804,,,,,,,,,,,,
5/23/2012,1555,-0.002248275,,,,,,,,,,,,
5/24/2012,1558.5,-0.001282463,,,,,,,,,,,,
5/25/2012,1560.5,-0.011785453,,,,,,,,,,,,
5/28/2012,1579,0.003330429,,,,,,,,,,,,
5/29/2012,1573.75,0.016013152,,,,,,,,,,,,
5/30/2012,1548.75,-0.01203384,,,,,,,,,,,,
5/31/2012,1567.5,0.009615459,,,,,,,,,,,,
6/1/2012,1552.5,-0.05070536,,,,,,,,,,,,
6/6/2012,1633.25,0.00768289,,,,,,,,,,,,
6/7/2012,1620.75,0.027999014,,,,,,,,,,,,
6/8/2012,1576,-0.010729039,,,,,,,,,,,,
6/11/2012,1593,0.002356824,,,,,,,,,,,,
6/12/2012,1589.25,-0.01467859,,,,,,,,,,,,
6/13/2012,1612.75,-0.003867878,,,,,,,,,,,,
6/14/2012,1619,-0.0020054,,,,,,,,,,,,
6/15/2012,1622.25,-0.000770238,,,,,,,,,,,,
6/18/2012,1623.5,-0.003075033,,,,,,,,,,,,
6/19/2012,1628.5,0.006005099,,,,,,,,,,,,
6/20/2012,1618.75,0.011650617,,,,,,,,,,,,
6/21/2012,1600,0.018609589,,,,,,,,,,,,
6/22/2012,1570.5,0.000955566,,,,,,,,,,,,
6/25/2012,1569,-0.009041223,,,,,,,,,,,,
6/26/2012,1583.25,0.009997703,,,,,,,,,,,,
6/27/2012,1567.5,-0.000159477,,,,,,,,,,,,
6/28/2012,1567.75,-0.001115627,,,,,,,,,,,,
6/29/2012,1569.5,-0.016900031,,,,,,,,,,,,
7/2/2012,1596.25,-0.007644939,,,,,,,,,,,,
7/3/2012,1608.5,-0.005270513,,,,,,,,,,,,
7/4/2012,1617,0.000154619,,,,,,,,,,,,
7/5/2012,1616.75,0.015583921,,,,,,,,,,,,
7/6/2012,1591.75,0.006776482,,,,,,,,,,,,
7/9/2012,1581,-0.008502649,,,,,,,,,,,,
7/10/2012,1594.5,0.011353007,,,,,,,,,,,,
7/11/2012,1576.5,0.007001938,,,,,,,,,,,,
7/12/2012,1565.5,-0.008586473,,,,,,,,,,,,
7/13/2012,1579,-0.003161558,,,,,,,,,,,,
7/16/2012,1584,-0.006920443,,,,,,,,,,,,
7/17/2012,1595,0.009765395,,,,,,,,,,,,
7/18/2012,1579.5,-0.000316506,,,,,,,,,,,,
7/19/2012,1580,-0.001896934,,,,,,,,,,,,
7/20/2012,1583,0.007291204,,,,,,,,,,,,
7/23/2012,1571.5,-0.000954047,,,,,,,,,,,,
7/24/2012,1573,-0.009175828,,,,,,,,,,,,
7/25/2012,1587.5,-0.009716422,,,,,,,,,,,,
7/26/2012,1603,-0.009777373,,,,,,,,,,,,
7/27/2012,1618.75,0.001390928,,,,,,,,,,,,
7/30/2012,1616.5,-0.003858923,,,,,,,,,,,,
7/31/2012,1622.75,0.004942095,,,,,,,,,,,,
8/1/2012,1614.75,0.006367964,,,,,,,,,,,,
8/2/2012,1604.5,0.005938445,,,,,,,,,,,,
8/3/2012,1595,-0.007339769,,,,,,,,,,,,
8/6/2012,1606.75,-0.003882294,,,,,,,,,,,,
8/7/2012,1613,0.003726712,,,,,,,,,,,,
8/8/2012,1607,-0.00357171,,,,,,,,,,,,
8/9/2012,1612.75,0.002638729,,,,,,,,,,,,
8/10/2012,1608.5,-0.008512007,,,,,,,,,,,,
8/13/2012,1622.25,0.004788763,,,,,,,,,,,,
8/14/2012,1614.5,0.012308327,,,,,,,,,,,,
8/15/2012,1594.75,-0.005471756,,,,,,,,,,,,
8/16/2012,1603.5,-0.008074578,,,,,,,,,,,,
8/17/2012,1616.5,0.000773575,,,,,,,,,,,,
8/20/2012,1615.25,-0.005402498,,,,,,,,,,,,
8/21/2012,1624,-0.010108832,,,,,,,,,,,,
8/22/2012,1640.5,-0.01332142,,,,,,,,,,,,
8/23/2012,1662.5,-0.002403125,,,,,,,,,,,,
8/24/2012,1666.5,0.001801802,,,,,,,,,,,,
8/28/2012,1663.5,-0.000450755,,,,,,,,,,,,
8/29/2012,1664.25,0.004365833,,,,,,,,,,,,
8/30/2012,1657,-0.000452523,,,,,,,,,,,,
8/31/2012,1657.75,-0.016897598,,,,,,,,,,,,
9/3/2012,1686,-0.00325685,,,,,,,,,,,,
9/4/2012,1691.5,0.001183082,,,,,,,,,,,,
9/5/2012,1689.5,-0.011183165,,,,,,,,,,,,
9/6/2012,1708.5,0.007343255,,,,,,,,,,,,
9/7/2012,1696,-0.021437204,,,,,,,,,,,,
9/10/2012,1732.75,0.001010466,,,,,,,,,,,,
9/11/2012,1731,-0.006765049,,,,,,,,,,,,
9/12/2012,1742.75,0.007053941,,,,,,,,,,,,
9/13/2012,1730.5,-0.023980595,,,,,,,,,,,,
9/14/2012,1772.5,0.002966313,,,,,,,,,,,,
9/17/2012,1767.25,0.005959155,,,,,,,,,,,,
9/18/2012,1756.75,-0.010053182,,,,,,,,,,,,
9/19/2012,1774.5,0.008204884,,,,,,,,,,,,
9/20/2012,1760,-0.00778214,,,,,,,,,,,,
9/21/2012,1773.75,0.008634777,,,,,,,,,,,,
9/24/2012,1758.5,-0.004680528,,,,,,,,,,,,
9/25/2012,1766.75,0.001699476,,,,,,,,,,,,
9/26/2012,1763.75,0.004830927,,,,,,,,,,,,
9/27/2012,1755.25,-0.014563707,,,,,,,,,,,,
9/28/2012,1781,0.005913012,,,,,,,,,,,,
10/1/2012,1770.5,-0.00450832,,,,,,,,,,,,
10/2/2012,1778.5,0.000703087,,,,,,,,,,,,
10/3/2012,1777.25,-0.005191173,,,,,,,,,,,,
10/4/2012,1786.5,-0.001957221,,,,,,,,,,,,
10/5/2012,1790,0.011801205,,,,,,,,,,,,
10/8/2012,1769,-0.00098877,,,,,,,,,,,,
10/9/2012,1770.75,0.004386282,,,,,,,,,,,,
10/10/2012,1763,-0.002407763,,,,,,,,,,,,
10/11/2012,1767.25,0.000141473,,,,,,,,,,,,
10/12/2012,1767,0.01124007,,,,,,,,,,,,
10/15/2012,1747.25,0.005595825,,,,,,,,,,,,
10/16/2012,1737.5,-0.005881948,,,,,,,,,,,,
10/17/2012,1747.75,-0.000143031,,,,,,,,,,,,
10/18/2012,1748,0.008762535,,,,,,,,,,,,
10/19/2012,1732.75,0.004482691,,,,,,,,,,,,
10/22/2012,1725,0.004648469,,,,,,,,,,,,
10/23/2012,1717,0.004962789,,,,,,,,,,,,
10/24/2012,1708.5,-0.003797288,,,,,,,,,,,,
10/25/2012,1715,0.006434652,,,,,,,,,,,,
10/26/2012,1704,-0.004683849,,,,,,,,,,,,
10/29/2012,1712,-0.000875785,,,,,,,,,,,,
10/30/2012,1713.5,-0.002622761,,,,,,,,,,,,
10/31/2012,1718,-0.003051219,,,,,,,,,,,,
11/1/2012,1723.25,0.008742588,,,,,,,,,,,,
11/2/2012,1708.25,0.017271077,,,,,,,,,,,,
11/5/2012,1679,-0.007565118,,,,,,,,,,,,
11/6/2012,1691.75,-0.022646888,,,,,,,,,,,,
11/7/2012,1730.5,0.008997303,,,,,,,,,,,,
11/8/2012,1715,-0.010296661,,,,,,,,,,,,
11/9/2012,1732.75,-0.001729855,,,,,,,,,,,,
11/12/2012,1735.75,0.006357484,,,,,,,,,,,,
11/13/2012,1724.75,0.000144959,,,,,,,,,,,,
11/14/2012,1724.5,0.000580046,,,,,,,,,,,,
11/15/2012,1723.5,0.007863736,,,,,,,,,,,,
11/16/2012,1710,-0.007718672,,,,,,,,,,,,
11/19/2012,1723.25,-0.006218836,,,,,,,,,,,,
11/20/2012,1734,0.004189849,,,,,,,,,,,,
11/21/2012,1726.75,-0.00173586,,,,,,,,,,,,
11/22/2012,1729.75,-0.002886421,,,,,,,,,,,,
11/23/2012,1734.75,-0.007179813,,,,,,,,,,,,
11/26/2012,1747.25,0,,,,,,,,,,,,
11/27/2012,1747.25,0.003583463,,,,,,,,,,,,
11/28/2012,1741,0.009522507,,,,,,,,,,,,
11/29/2012,1724.5,-0.002172182,,,,,,,,,,,,
11/30/2012,1728.25,0.005948512,,,,,,,,,,,,
12/3/2012,1718,0.006569846,,,,,,,,,,,,
12/4/2012,1706.75,0.002199576,,,,,,,,,,,,
12/5/2012,1703,0.005889299,,,,,,,,,,,,
12/6/2012,1693,-0.002359883,,,,,,,,,,,,
12/7/2012,1697,-0.006753806,,,,,,,,,,,,
12/10/2012,1708.5,-0.000731368,,,,,,,,,,,,
12/11/2012,1709.75,-0.00160713,,,,,,,,,,,,
12/12/2012,1712.5,0.010419054,,,,,,,,,,,,
12/13/2012,1694.75,-0.001032068,,,,,,,,,,,,
12/14/2012,1696.5,0.003838776,,,,,,,,,,,,
12/17/2012,1690,-0.005605561,,,,,,,,,,,,
12/18/2012,1699.5,0.014819477,,,,,,,,,,,,
12/19/2012,1674.5,0.004489009,,,,,,,,,,,,
12/20/2012,1667,0.011311485,,,,,,,,,,,,
12/21/2012,1648.25,-0.008608375,,,,,,,,,,,,
12/24/2012,1662.5,0.004370439,,,,,,,,,,,,
12/27/2012,1655.25,-0.002112252,,,,,,,,,,,,
12/28/2012,1658.75,-0.003160036,,,,,,,,,,,,
12/31/2012,1664,-0.01046191,,,,,,,,,,,,
1/2/2013,1681.5,-0.001782532,,,,,,,,,,,,
1/3/2013,1684.5,0.031509353,,,,,,,,,,,,
1/4/2013,1632.25,-0.013086005,,,,,,,,,,,,
1/7/2013,1653.75,0,,,,,,,,,,,,
1/8/2013,1653.75,-0.00587838,,,,,,,,,,,,
1/9/2013,1663.5,0.000300616,,,,,,,,,,,,
1/10/2013,1663,-0.00390098,,,,,,,,,,,,
1/11/2013,1669.5,0.001048768,,,,,,,,,,,,
1/14/2013,1667.75,-0.007913442,,,,,,,,,,,,
1/15/2013,1681,0.000743882,,,,,,,,,,,,
1/16/2013,1679.75,-0.002081476,,,,,,,,,,,,
1/17/2013,1683.25,-0.00400208,,,,,,,,,,,,
1/18/2013,1690,0.001184133,,,,,,,,,,,,
1/21/2013,1688,-0.00266233,,,,,,,,,,,,
1/22/2013,1692.5,0.000147721,,,,,,,,,,,,
1/23/2013,1692.25,0.009052522,,,,,,,,,,,,
1/24/2013,1677,0.004033167,,,,,,,,,,,,
1/25/2013,1670.25,0.008115464,,,,,,,,,,,,
1/28/2013,1656.75,-0.00226091,,,,,,,,,,,,
1/29/2013,1660.5,-0.003456831,,,,,,,,,,,,
1/30/2013,1666.25,-0.004939021,,,,,,,,,,,,
1/31/2013,1674.5,0.00568949,,,,,,,,,,,,
2/1/2013,1665,0.000450552,,,,,,,,,,,,
2/4/2013,1664.25,-0.008228037,,,,,,,,,,,,
2/5/2013,1678,0.004778982,,,,,,,,,,,,
2/6/2013,1670,-0.0034372,,,,,,,,,,,,
2/7/2013,1675.75,0.003586912,,,,,,,,,,,,
2/8/2013,1669.75,0.003750098,,,,,,,,,,,,
2/11/2013,1663.5,0.01316107,,,,,,,,,,,,
2/12/2013,1641.75,-0.003799685,,,,,,,,,,,,
2/13/2013,1648,0.002430135,,,,,,,,,,,,
2/14/2013,1644,0.00901251,,,,,,,,,,,,
2/15/2013,1629.25,0.011109511,,,,,,,,,,,,
2/18/2013,1611.25,-0.001395457,,,,,,,,,,,,
2/19/2013,1613.5,0.007152884,,,,,,,,,,,,
2/20/2013,1602,0.0211331,,,,,,,,,,,,
2/21/2013,1568.5,-0.007305098,,,,,,,,,,,,
2/22/2013,1580,-0.007880261,,,,,,,,,,,,
2/25/2013,1592.5,-0.002978292,,,,,,,,,,,,
2/26/2013,1597.25,-0.007018667,,,,,,,,,,,,
2/27/2013,1608.5,0.010939318,,,,,,,,,,,,
2/28/2013,1591,0.01328713,,,,,,,,,,,,
3/1/2013,1570,-0.005082603,,,,,,,,,,,,
3/4/2013,1578,-0.003952887,,,,,,,,,,,,
3/5/2013,1584.25,0.006490959,,,,,,,,,,,,
3/6/2013,1574,-0.004121103,,,,,,,,,,,,
3/7/2013,1580.5,0.002216945,,,,,,,,,,,,
3/8/2013,1577,-0.000317007,,,,,,,,,,,,
3/11/2013,1577.5,-0.00316456,,,,,,,,,,,,
3/12/2013,1582.5,-0.005671093,,,,,,,,,,,,
3/13/2013,1591.5,0.00409256,,,,,,,,,,,,
3/14/2013,1585,-0.005191548,,,,,,,,,,,,
3/15/2013,1593.25,-0.003915125,,,,,,,,,,,,
3/18/2013,1599.5,-0.001873829,,,,,,,,,,,,
3/19/2013,1602.5,-0.005600512,,,,,,,,,,,,
3/20/2013,1611.5,0.001707942,,,,,,,,,,,,
3/21/2013,1608.75,-0.001707942,,,,,,,,,,,,
3/22/2013,1611.5,0.005756531,,,,,,,,,,,,
3/25/2013,1602.25,0.003125491,,,,,,,,,,,,
3/26/2013,1597.25,0.003920651,,,,,,,,,,,,
3/27/2013,1591,-0.00720216,,,,,,,,,,,,
3/28/2013,1602.5,0.00296852,,,,,,,,,,,,
4/2/2013,1597.75,0.018476641,,,,,,,,,,,,
4/3/2013,1568.5,0.014934039,,,,,,,,,,,,
4/4/2013,1545.25,-0.004841843,,,,,,,,,,,,
4/5/2013,1552.75,-0.015655272,,,,,,,,,,,,
4/8/2013,1577.25,0.003016115,,,,,,,,,,,,
4/9/2013,1572.5,-0.005707054,,,,,,,,,,,,
4/10/2013,1581.5,0.016416019,,,,,,,,,,,,
4/11/2013,1555.75,0.004993969,,,,,,,,,,,,
4/12/2013,1548,0.08912778,,,,,,,,,,,,
4/15/2013,1416,0.027202823,,,,,,,,,,,,
4/16/2013,1378,-0.000725426,,,,,,,,,,,,
4/17/2013,1379,-0.012968481,,,,,,,,,,,,
4/18/2013,1397,-0.012095487,,,,,,,,,,,,
4/19/2013,1414,-0.007749246,,,,,,,,,,,,
4/22/2013,1425,0.005453439,,,,,,,,,,,,
4/23/2013,1417.25,-0.005102501,,,,,,,,,,,,
4/24/2013,1424.5,-0.01532597,,,,,,,,,,,,
4/25/2013,1446.5,-0.0108295,,,,,,,,,,,,
4/26/2013,1462.25,-0.006985291,,,,,,,,,,,,
4/29/2013,1472.5,-0.000169765,,,,,,,,,,,,
4/30/2013,1472.75,0.002209195,,,,,,,,,,,,
5/1/2013,1469.5,0.009229257,,,,,,,,,,,,
5/2/2013,1456,-0.013981472,,,,,,,,,,,,
5/3/2013,1476.5,0.0091853,,,,,,,,,,,,
5/7/2013,1463,0.006170743,,,,,,,,,,,,
5/8/2013,1454,-0.010603828,,,,,,,,,,,,
5/9/2013,1469.5,0.013876026,,,,,,,,,,,,
5/10/2013,1449.25,0.013546577,,,,,,,,,,,,
5/13/2013,1429.75,-0.004709996,,,,,,,,,,,,
5/14/2013,1436.5,0.017025422,,,,,,,,,,,,
5/15/2013,1412.25,0.025276957,,,,,,,,,,,,
5/16/2013,1377,0.000181571,,,,,,,,,,,,
5/17/2013,1376.75,0.01684713,,,,,,,,,,,,
5/20/2013,1353.75,-0.018298772,,,,,,,,,,,,
5/21/2013,1378.75,-0.004703337,,,,,,,,,,,,
5/22/2013,1385.25,-0.000541272,,,,,,,,,,,,
5/23/2013,1386,0.000541272,,,,,,,,,,,,
5/24/2013,1385.25,0.00452203,,,,,,,,,,,,
5/28/2013,1379,-0.003980465,,,,,,,,,,,,
5/29/2013,1384.5,-0.015587523,,,,,,,,,,,,
5/30/2013,1406.25,-0.002840407,,,,,,,,,,,,
5/31/2013,1410.25,0.009618884,,,,,,,,,,,,
6/3/2013,1396.75,-0.006067114,,,,,,,,,,,,
6/4/2013,1405.25,0.006246116,,,,,,,,,,,,
6/5/2013,1396.5,-0.002145924,,,,,,,,,,,,
6/6/2013,1399.5,-0.007474674,,,,,,,,,,,,
6/7/2013,1410,0.023864055,,,,,,,,,,,,
6/10/2013,1376.75,0.005279939,,,,,,,,,,,,
6/11/2013,1369.5,-0.005643048,,,,,,,,,,,,
6/12/2013,1377.25,-0.006513502,,,,,,,,,,,,
6/13/2013,1386.25,0.004699936,,,,,,,,,,,,
6/14/2013,1379.75,-0.004519577,,,,,,,,,,,,
6/17/2013,1386,0.005425949,,,,,,,,,,,,
6/18/2013,1378.5,0.00910919,,,,,,,,,,,,
6/19/2013,1366,0.047025616,,,,,,,,,,,,
6/20/2013,1303.25,0.010025147,,,,,,,,,,,,
6/21/2013,1290.25,0.005440076,,,,,,,,,,,,
6/24/2013,1283.25,-0.001362796,,,,,,,,,,,,
6/25/2013,1285,0.044557888,,,,,,,,,,,,
6/26/2013,1229,-0.002438035,,,,,,,,,,,,
6/27/2013,1232,0.023612636,,,,,,,,,,,,
6/28/2013,1203.25,-0.032903755,,,,,,,,,,,,
7/1/2013,1243.5,-0.013776798,,,,,,,,,,,,
7/2/2013,1260.75,0.011768362,,,,,,,,,,,,
7/3/2013,1246,-0.002805051,,,,,,,,,,,,
7/4/2013,1249.5,0.013496025,,,,,,,,,,,,
7/5/2013,1232.75,0.005898522,,,,,,,,,,,,
7/8/2013,1225.5,-0.021393349,,,,,,,,,,,,
7/9/2013,1252,-0.000199661,,,,,,,,,,,,
7/10/2013,1252.25,-0.022503911,,,,,,,,,,,,
7/11/2013,1280.75,0.004499665,,,,,,,,,,,,
7/12/2013,1275,-0.004889985,,,,,,,,,,,,
7/15/2013,1281.25,-0.003700462,,,,,,,,,,,,
7/16/2013,1286,0.001361735,,,,,,,,,,,,
7/17/2013,1284.25,0.003510144,,,,,,,,,,,,
7/18/2013,1279.75,-0.004871879,,,,,,,,,,,,
7/19/2013,1286,-0.021349017,,,,,,,,,,,,
7/22/2013,1313.75,-0.0098467,,,,,,,,,,,,
7/23/2013,1326.75,-0.009937271,,,,,,,,,,,,
7/24/2013,1340,0.021116923,,,,,,,,,,,,
7/25/2013,1312,-0.01193309,,,,,,,,,,,,
7/26/2013,1327.75,-0.002256913,,,,,,,,,,,,
7/29/2013,1330.75,0.006407862,,,,,,,,,,,,
7/30/2013,1322.25,-0.006971295,,,,,,,,,,,,
7/31/2013,1331.5,0.005837508,,,,,,,,,,,,
8/1/2013,1323.75,0.029126412,,,,,,,,,,,,
8/2/2013,1285.75,-0.019447999,,,,,,,,,,,,
8/5/2013,1311,0.014598799,,,,,,,,,,,,
8/6/2013,1292,0.012853147,,,,,,,,,,,,
8/7/2013,1275.5,-0.009558251,,,,,,,,,,,,
8/8/2013,1287.75,-0.0136896,,,,,,,,,,,,
8/9/2013,1305.5,-0.015392228,,,,,,,,,,,,
8/12/2013,1325.75,-0.00620361,,,,,,,,,,,,
8/13/2013,1334,0.008091116,,,,,,,,,,,,
8/14/2013,1323.25,-0.012205578,,,,,,,,,,,,
8/15/2013,1339.5,-0.015739608,,,,,,,,,,,,
8/16/2013,1360.75,-0.010599514,,,,,,,,,,,,
8/19/2013,1375.25,0.006931804,,,,,,,,,,,,
8/20/2013,1365.75,0.004219029,,,,,,,,,,,,
8/21/2013,1360,-0.007690937,,,,,,,,,,,,
8/22/2013,1370.5,-0.002914392,,,,,,,,,,,,
8/23/2013,1374.5,-0.026208644,,,,,,,,,,,,
8/27/2013,1411,-0.010223956,,,,,,,,,,,,
8/28/2013,1425.5,0.013596042,,,,,,,,,,,,
8/29/2013,1406.25,0.009646377,,,,,,,,,,,,
8/30/2013,1392.75,0.001077586,,,,,,,,,,,,
9/2/2013,1391.25,0,,,,,,,,,,,,
9/3/2013,1391.25,-0.008944603,,,,,,,,,,,,
9/4/2013,1403.75,0.008585279,,,,,,,,,,,,
9/5/2013,1391.75,0.017029397,,,,,,,,,,,,
9/6/2013,1368.25,-0.01288935,,,,,,,,,,,,
9/9/2013,1386,0.009423774,,,,,,,,,,,,
9/10/2013,1373,0.005660565,,,,,,,,,,,,
9/11/2013,1365.25,0.018481398,,,,,,,,,,,,
9/12/2013,1340.25,0.024165797,,,,,,,,,,,,
9/13/2013,1308.25,-0.004956167,,,,,,,,,,,,
9/16/2013,1314.75,-0.001899697,,,,,,,,,,,,
9/17/2013,1317.25,0.013374292,,,,,,,,,,,,
9/18/2013,1299.75,-0.047882985,,,,,,,,,,,,
9/19/2013,1363.5,0.006068984,,,,,,,,,,,,
9/20/2013,1355.25,0.025029323,,,,,,,,,,,,
9/23/2013,1321.75,0.003979916,,,,,,,,,,,,
9/24/2013,1316.5,-0.002844413,,,,,,,,,,,,
9/25/2013,1320.25,-0.009235764,,,,,,,,,,,,
9/26/2013,1332.5,0.008289422,,,,,,,,,,,,
9/27/2013,1321.5,-0.010725477,,,,,,,,,,,,
9/30/2013,1335.75,0.00262369,,,,,,,,,,,,
10/1/2013,1332.25,0.029324264,,,,,,,,,,,,
10/2/2013,1293.75,-0.011718509,,,,,,,,,,,,
10/3/2013,1309,-0.005333346,,,,,,,,,,,,
10/4/2013,1316,0.003806628,,,,,,,,,,,,
10/7/2013,1311,-0.007598821,,,,,,,,,,,,
10/8/2013,1321,0.008743641,,,,,,,,,,,,
10/9/2013,1309.5,0.008820767,,,,,,,,,,,,
10/10/2013,1298,0.009482413,,,,,,,,,,,,
10/11/2013,1285.75,0.007612021,,,,,,,,,,,,
10/14/2013,1276,0.016196285,,,,,,,,,,,,
10/15/2013,1255.5,-0.017958055,,,,,,,,,,,,
10/16/2013,1278.25,-0.023389488,,,,,,,,,,,,
10/17/2013,1308.5,-0.00647498,,,,,,,,,,,,
10/18/2013,1317,0.00075959,,,,,,,,,,,,
10/21/2013,1316,0.003234709,,,,,,,,,,,,
10/22/2013,1311.75,-0.016069918,,,,,,,,,,,,
10/23/2013,1333,-0.002435142,,,,,,,,,,,,
10/24/2013,1336.25,-0.004107549,,,,,,,,,,,,
10/25/2013,1341.75,-0.006870327,,,,,,,,,,,,
10/28/2013,1351,0.003150776,,,,,,,,,,,,
10/29/2013,1346.75,-0.002039871,,,,,,,,,,,,
10/30/2013,1349.5,0.01173963,,,,,,,,,,,,
10/31/2013,1333.75,0.01434799,,,,,,,,,,,,
11/1/2013,1314.75,0.000380373,,,,,,,,,,,,
11/4/2013,1314.25,0.00228528,,,,,,,,,,,,
11/5/2013,1311.25,-0.004375542,,,,,,,,,,,,
11/6/2013,1317,0.00075959,,,,,,,,,,,,
11/7/2013,1316,0.005333346,,,,,,,,,,,,
11/8/2013,1309,0.019478005,,,,,,,,,,,,
11/11/2013,1283.75,0.002144459,,,,,,,,,,,,
11/12/2013,1281,0.003910838,,,,,,,,,,,,
11/13/2013,1276,-0.005665738,,,,,,,,,,,,
11/14/2013,1283.25,0.001169591,,,,,,,,,,,,
11/15/2013,1281.75,-0.00136439,,,,,,,,,,,,
11/18/2013,1283.5,0.008803735,,,,,,,,,,,,
11/19/2013,1272.25,0.000589681,,,,,,,,,,,,
11/20/2013,1271.5,0.018254475,,,,,,,,,,,,
11/21/2013,1248.5,0.005421156,,,,,,,,,,,,
11/22/2013,1241.75,0.008085753,,,,,,,,,,,,
11/25/2013,1231.75,-0.015307449,,,,,,,,,,,,
11/26/2013,1250.75,0,,,,,,,,,,,,
11/27/2013,1250.75,0.007221696,,,,,,,,,,,,
11/28/2013,1241.75,-0.002814638,,,,,,,,,,,,
11/29/2013,1245.25,0.006243098,,,,,,,,,,,,
12/2/2013,1237.5,0.015062365,,,,,,,,,,,,
12/3/2013,1219,0.004934221,,,,,,,,,,,,
12/4/2013,1213,-0.017164296,,,,,,,,,,,,
12/5/2013,1234,0.002637186,,,,,,,,,,,,
12/6/2013,1230.75,0.001829827,,,,,,,,,,,,
12/9/2013,1228.5,-0.013943845,,,,,,,,,,,,
12/10/2013,1245.75,-0.007596998,,,,,,,,,,,,
12/11/2013,1255.25,0.009404772,,,,,,,,,,,,
12/12/2013,1243.5,0.016827564,,,,,,,,,,,,
12/13/2013,1222.75,-0.005505162,,,,,,,,,,,,
12/16/2013,1229.5,-0.006283592,,,,,,,,,,,,
