Macrotrends Data Download,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED ""AS IS"" AND SOLELY",,,,,,,,,,,,,,
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.,,,,,,,,,,,,,,
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE,,,,,,,,,,,,,,
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net"".",,,,,,,,,,,,,,
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
date, value,ln(st/st-1),,,,,,,,,,,,
12/17/2013,1237.25,0.003238214,,,,,,,,,,,,
12/18/2013,1233.25,0.022965947,,,,,,,,,,,,
12/19/2013,1205.25,0.008540829,,,,,,,,,,,,
12/20/2013,1195,0.00188462,,,,,,,,,,,,
12/23/2013,1192.75,-0.003139063,,,,,,,,,,,,
12/24/2013,1196.5,-0.010599704,,,,,,,,,,,,
12/27/2013,1209.25,0.006429557,,,,,,,,,,,,
12/30/2013,1201.5,0,,,,,,,,,,,,
12/31/2013,1201.5,-0.015075144,,,,,,,,,,,,
1/2/2014,1219.75,-0.010195847,,,,,,,,,,,,
1/3/2014,1232.25,-0.004655408,,,,,,,,,,,,
1/6/2014,1238,0.000403959,,,,,,,,,,,,
1/7/2014,1237.5,0.008928631,,,,,,,,,,,,
1/8/2014,1226.5,0.000407747,,,,,,,,,,,,
1/9/2014,1226,-0.005084929,,,,,,,,,,,,
1/10/2014,1232.25,-0.011096654,,,,,,,,,,,,
1/13/2014,1246,-0.002204631,,,,,,,,,,,,
1/14/2014,1248.75,0.008645877,,,,,,,,,,,,
1/15/2014,1238,0.000605999,,,,,,,,,,,,
1/16/2014,1237.25,-0.003026331,,,,,,,,,,,,
1/17/2014,1241,-0.011018843,,,,,,,,,,,,
1/20/2014,1254.75,0.00559442,,,,,,,,,,,,
1/21/2014,1247.75,0.006633857,,,,,,,,,,,,
1/22/2014,1239.5,-0.003824866,,,,,,,,,,,,
1/23/2014,1244.25,-0.011983367,,,,,,,,,,,,
1/24/2014,1259.25,-0.008500595,,,,,,,,,,,,
1/27/2014,1270,0.013077262,,,,,,,,,,,,
1/28/2014,1253.5,-0.000996711,,,,,,,,,,,,
1/29/2014,1254.75,0.000597907,,,,,,,,,,,,
1/30/2014,1254,0.005998818,,,,,,,,,,,,
1/31/2014,1246.5,0,,,,,,,,,,,,
2/3/2014,1246.5,-0.005201052,,,,,,,,,,,,
2/4/2014,1253,-0.003187254,,,,,,,,,,,,
2/5/2014,1257,-0.001192606,,,,,,,,,,,,
2/6/2014,1258.5,-0.001191185,,,,,,,,,,,,
2/7/2014,1260,-0.010657294,,,,,,,,,,,,
2/10/2014,1273.5,-0.007237195,,,,,,,,,,,,
2/11/2014,1282.75,-0.002919142,,,,,,,,,,,,
2/12/2014,1286.5,-0.002910645,,,,,,,,,,,,
2/13/2014,1290.25,-0.014045445,,,,,,,,,,,,
2/14/2014,1308.5,-0.013285449,,,,,,,,,,,,
2/17/2014,1326,0.009090972,,,,,,,,,,,,
2/18/2014,1314,-0.003608398,,,,,,,,,,,,
2/19/2014,1318.75,0.003798675,,,,,,,,,,,,
2/20/2014,1313.75,-0.005314114,,,,,,,,,,,,
2/21/2014,1320.75,-0.009232284,,,,,,,,,,,,
2/24/2014,1333,0.000187564,,,,,,,,,,,,
2/25/2014,1332.75,-0.005425137,,,,,,,,,,,,
2/26/2014,1340,0.006739075,,,,,,,,,,,,
2/27/2014,1331,0.002444759,,,,,,,,,,,,
2/28/2014,1327.75,-0.012350456,,,,,,,,,,,,
3/3/2014,1344.25,0.003539827,,,,,,,,,,,,
3/4/2014,1339.5,0.004489345,,,,,,,,,,,,
3/5/2014,1333.5,-0.000562272,,,,,,,,,,,,
3/6/2014,1334.25,-0.010438119,,,,,,,,,,,,
3/7/2014,1348.25,0.010438119,,,,,,,,,,,,
3/10/2014,1334.25,-0.010252676,,,,,,,,,,,,
3/11/2014,1348,-0.005732794,,,,,,,,,,,,
3/12/2014,1355.75,-0.011185594,,,,,,,,,,,,
3/13/2014,1371,0.000729661,,,,,,,,,,,,
3/14/2014,1370,-0.006547859,,,,,,,,,,,,
3/17/2014,1379,0.012037351,,,,,,,,,,,,
3/18/2014,1362.5,0.012184016,,,,,,,,,,,,
3/19/2014,1346,0.014216476,,,,,,,,,,,,
3/20/2014,1327,-0.008628829,,,,,,,,,,,,
3/21/2014,1338.5,0.012403843,,,,,,,,,,,,
3/24/2014,1322,0.005499208,,,,,,,,,,,,
3/25/2014,1314.75,0.000190168,,,,,,,,,,,,
3/26/2014,1314.5,0.01494567,,,,,,,,,,,,
3/27/2014,1295,-0.000578983,,,,,,,,,,,,
3/28/2014,1295.75,0.001351482,,,,,,,,,,,,
3/31/2014,1294,0.005812843,,,,,,,,,,,,
4/1/2014,1286.5,0.001945147,,,,,,,,,,,,
4/2/2014,1284,-0.002527955,,,,,,,,,,,,
4/3/2014,1287.25,-0.004843563,,,,,,,,,,,,
4/4/2014,1293.5,-0.004243015,,,,,,,,,,,,
4/7/2014,1299,-0.012051796,,,,,,,,,,,,
4/8/2014,1314.75,0.003810254,,,,,,,,,,,,
4/9/2014,1309.75,-0.008931176,,,,,,,,,,,,
4/10/2014,1321.5,0.003221225,,,,,,,,,,,,
4/11/2014,1317.25,-0.0054888,,,,,,,,,,,,
4/14/2014,1324.5,0.009863509,,,,,,,,,,,,
4/15/2014,1311.5,0.009576783,,,,,,,,,,,,
4/16/2014,1299,-0.000192437,,,,,,,,,,,,
4/17/2014,1299.25,0.00656373,,,,,,,,,,,,
4/22/2014,1290.75,0.005632723,,,,,,,,,,,,
4/23/2014,1283.5,0,,,,,,,,,,,,
4/24/2014,1283.5,-0.008340655,,,,,,,,,,,,
4/25/2014,1294.25,-0.005970167,,,,,,,,,,,,
4/28/2014,1302,0.009453143,,,,,,,,,,,,
4/29/2014,1289.75,-0.001743004,,,,,,,,,,,,
4/30/2014,1292,0.00699032,,,,,,,,,,,,
5/1/2014,1283,-0.001557633,,,,,,,,,,,,
5/2/2014,1285,-0.018122725,,,,,,,,,,,,
5/6/2014,1308.5,-0.001908762,,,,,,,,,,,,
5/7/2014,1311,0.015179463,,,,,,,,,,,,
5/8/2014,1291.25,0.001744017,,,,,,,,,,,,
5/9/2014,1289,-0.002905008,,,,,,,,,,,,
5/12/2014,1292.75,0,,,,,,,,,,,,
5/13/2014,1292.75,-0.005784821,,,,,,,,,,,,
5/14/2014,1300.25,-0.002688174,,,,,,,,,,,,
5/15/2014,1303.75,0.007699749,,,,,,,,,,,,
5/16/2014,1293.75,-0.005588221,,,,,,,,,,,,
5/19/2014,1301,0.007328866,,,,,,,,,,,,
5/20/2014,1291.5,-0.000387072,,,,,,,,,,,,
5/21/2014,1292,-0.001933115,,,,,,,,,,,,
5/22/2014,1294.5,0.001933115,,,,,,,,,,,,
5/23/2014,1292,0.00699032,,,,,,,,,,,,
5/27/2014,1283,0.013931355,,,,,,,,,,,,
5/28/2014,1265.25,0.008931289,,,,,,,,,,,,
5/29/2014,1254,0,,,,,,,,,,,,
5/30/2014,1254,0.007403736,,,,,,,,,,,,
6/2/2014,1244.75,0.000401768,,,,,,,,,,,,
6/3/2014,1244.25,-0.001405482,,,,,,,,,,,,
6/4/2014,1246,0.001003714,,,,,,,,,,,,
6/5/2014,1244.75,-0.007403736,,,,,,,,,,,,
6/6/2014,1254,-0.00079713,,,,,,,,,,,,
6/9/2014,1255,0.001195934,,,,,,,,,,,,
6/10/2014,1253.5,-0.007154244,,,,,,,,,,,,
6/11/2014,1262.5,0.000594236,,,,,,,,,,,,
6/12/2014,1261.75,-0.008876673,,,,,,,,,,,,
6/13/2014,1273,-0.006850012,,,,,,,,,,,,
6/16/2014,1281.75,0.013549545,,,,,,,,,,,,
6/17/2014,1264.5,-0.003552402,,,,,,,,,,,,
6/18/2014,1269,-0.01019217,,,,,,,,,,,,
6/19/2014,1282,-0.021605779,,,,,,,,,,,,
6/20/2014,1310,-0.002668193,,,,,,,,,,,,
6/23/2014,1313.5,-0.007206555,,,,,,,,,,,,
6/24/2014,1323,0.008349195,,,,,,,,,,,,
6/25/2014,1312,0.00038117,,,,,,,,,,,,
6/26/2014,1311.5,-0.002855241,,,,,,,,,,,,
6/27/2014,1315.25,0.001712166,,,,,,,,,,,,
6/30/2014,1313,-0.009663742,,,,,,,,,,,,
7/1/2014,1325.75,-0.000754006,,,,,,,,,,,,
7/2/2014,1326.75,0.003208458,,,,,,,,,,,,
7/3/2014,1322.5,0.00075643,,,,,,,,,,,,
7/4/2014,1321.5,0.006262474,,,,,,,,,,,,
7/7/2014,1313.25,-0.003800119,,,,,,,,,,,,
7/8/2014,1318.25,-0.003218785,,,,,,,,,,,,
7/9/2014,1322.5,-0.015568166,,,,,,,,,,,,
7/10/2014,1343.25,0.005037794,,,,,,,,,,,,
7/11/2014,1336.5,0.011475998,,,,,,,,,,,,
7/14/2014,1321.25,0.007025568,,,,,,,,,,,,
7/15/2014,1312,0.011113354,,,,,,,,,,,,
7/16/2014,1297.5,-0.004038079,,,,,,,,,,,,
7/17/2014,1302.75,-0.005740544,,,,,,,,,,,,
7/18/2014,1310.25,-0.001906215,,,,,,,,,,,,
7/21/2014,1312.75,0.004389739,,,,,,,,,,,,
7/22/2014,1307,-0.000382482,,,,,,,,,,,,
7/23/2014,1307.5,0.005752652,,,,,,,,,,,,
7/24/2014,1300,0.005785937,,,,,,,,,,,,
7/25/2014,1292.5,-0.009624713,,,,,,,,,,,,
7/28/2014,1305,-0.001913876,,,,,,,,,,,,
7/29/2014,1307.5,0.007677581,,,,,,,,,,,,
7/30/2014,1297.5,0.001928641,,,,,,,,,,,,
7/31/2014,1295,0.008141158,,,,,,,,,,,,
8/1/2014,1284.5,-0.006982185,,,,,,,,,,,,
8/4/2014,1293.5,0.00057999,,,,,,,,,,,,
8/5/2014,1292.75,0.003292981,,,,,,,,,,,,
8/6/2014,1288.5,-0.010422793,,,,,,,,,,,,
8/7/2014,1302,-0.011834458,,,,,,,,,,,,
8/8/2014,1317.5,0.007045635,,,,,,,,,,,,
8/11/2014,1308.25,-0.002099839,,,,,,,,,,,,
8/12/2014,1311,0.001335751,,,,,,,,,,,,
8/13/2014,1309.25,-0.004382211,,,,,,,,,,,,
8/14/2014,1315,0.001065206,,,,,,,,,,,,
8/15/2014,1313.6,0.008294045,,,,,,,,,,,,
8/18/2014,1302.75,0.001920861,,,,,,,,,,,,
8/19/2014,1300.25,0.004432033,,,,,,,,,,,,
8/20/2014,1294.5,0.010873894,,,,,,,,,,,,
8/21/2014,1280.5,-0.000390396,,,,,,,,,,,,
8/22/2014,1281,-0.00428433,,,,,,,,,,,,
8/26/2014,1286.5,0.001166634,,,,,,,,,,,,
8/27/2014,1285,-0.002331909,,,,,,,,,,,,
8/28/2014,1288,0.001748422,,,,,,,,,,,,
8/29/2014,1285.75,-0.001165954,,,,,,,,,,,,
9/1/2014,1287.25,0.007407441,,,,,,,,,,,,
9/2/2014,1277.75,0.007265619,,,,,,,,,,,,
9/3/2014,1268.5,-0.001968892,,,,,,,,,,,,
9/4/2014,1271,0.005522696,,,,,,,,,,,,
9/5/2014,1264,-0.002567903,,,,,,,,,,,,
9/8/2014,1267.25,0.00891713,,,,,,,,,,,,
9/9/2014,1256,0.001394284,,,,,,,,,,,,
9/10/2014,1254.25,0.005797118,,,,,,,,,,,,
9/11/2014,1247,0.007849492,,,,,,,,,,,,
9/12/2014,1237.25,0.002022654,,,,,,,,,,,,
9/15/2014,1234.75,-0.003234286,,,,,,,,,,,,
9/16/2014,1238.75,0.001817999,,,,,,,,,,,,
9/17/2014,1236.5,0.010977951,,,,,,,,,,,,
9/18/2014,1223,0.000408914,,,,,,,,,,,,
9/19/2014,1222.5,0.00697725,,,,,,,,,,,,
9/22/2014,1214,-0.009020151,,,,,,,,,,,,
9/23/2014,1225,0.00081666,,,,,,,,,,,,
9/24/2014,1224,0.011090687,,,,,,,,,,,,
9/25/2014,1210.5,-0.009659925,,,,,,,,,,,,
9/26/2014,1222.25,0.003688529,,,,,,,,,,,,
9/29/2014,1217.75,0.006384534,,,,,,,,,,,,
9/30/2014,1210,0.001240438,,,,,,,,,,,,
10/1/2014,1208.5,-0.004952548,,,,,,,,,,,,
10/2/2014,1214.5,0.005780363,,,,,,,,,,,,
10/3/2014,1207.5,0.01187143,,,,,,,,,,,,
10/6/2014,1193.25,-0.01187143,,,,,,,,,,,,
10/7/2014,1207.5,-0.010298752,,,,,,,,,,,,
10/8/2014,1220,-0.006128722,,,,,,,,,,,,
10/9/2014,1227.5,0.004286158,,,,,,,,,,,,
10/10/2014,1222.25,-0.004693407,,,,,,,,,,,,
10/13/2014,1228,-0.004063394,,,,,,,,,,,,
10/14/2014,1233,0.00773462,,,,,,,,,,,,
10/15/2014,1223.5,-0.014201902,,,,,,,,,,,,
10/16/2014,1241,0.002420332,,,,,,,,,,,,
10/17/2014,1238,-0.002420332,,,,,,,,,,,,
10/20/2014,1241,-0.008625066,,,,,,,,,,,,
10/21/2014,1251.75,0.004002407,,,,,,,,,,,,
10/22/2014,1246.75,0.005025641,,,,,,,,,,,,
10/23/2014,1240.5,0.007078602,,,,,,,,,,,,
10/24/2014,1231.75,0.001015332,,,,,,,,,,,,
10/27/2014,1230.5,0.001830199,,,,,,,,,,,,
10/28/2014,1228.25,0.000203562,,,,,,,,,,,,
10/29/2014,1228,0.01828505,,,,,,,,,,,,
10/30/2014,1205.75,0.027324104,,,,,,,,,,,,
10/31/2014,1173.25,0.002133107,,,,,,,,,,,,
11/3/2014,1170.75,0.001282051,,,,,,,,,,,,
11/4/2014,1169.25,0.020739564,,,,,,,,,,,,
11/5/2014,1145.25,0.000655093,,,,,,,,,,,,
11/6/2014,1144.5,-0.000436777,,,,,,,,,,,,
11/7/2014,1145,-0.023307054,,,,,,,,,,,,
11/10/2014,1172,0.017863383,,,,,,,,,,,,
11/11/2014,1151.25,-0.010369503,,,,,,,,,,,,
11/12/2014,1163.25,0.001936109,,,,,,,,,,,,
11/13/2014,1161,0.006047535,,,,,,,,,,,,
11/14/2014,1154,-0.028194948,,,,,,,,,,,,
11/17/2014,1187,-0.01255772,,,,,,,,,,,,
11/18/2014,1202,0.001040475,,,,,,,,,,,,
11/19/2014,1200.75,0.005637347,,,,,,,,,,,,
11/20/2014,1194,0.000628338,,,,,,,,,,,,
11/21/2014,1193.25,-0.002301979,,,,,,,,,,,,
11/24/2014,1196,-0.005212146,,,,,,,,,,,,
11/25/2014,1202.25,0.005421198,,,,,,,,,,,,
11/26/2014,1195.75,-0.000627025,,,,,,,,,,,,
11/27/2014,1196.5,0.010079884,,,,,,,,,,,,
11/28/2014,1184.5,0.00486619,,,,,,,,,,,,
12/1/2014,1178.75,-0.015363872,,,,,,,,,,,,
12/2/2014,1197,-0.005207803,,,,,,,,,,,,
12/3/2014,1203.25,-0.000623118,,,,,,,,,,,,
12/4/2014,1204,-0.000415196,,,,,,,,,,,,
12/5/2014,1204.5,0.007709175,,,,,,,,,,,,
12/8/2014,1195.25,-0.009368238,,,,,,,,,,,,
12/9/2014,1206.5,-0.017866786,,,,,,,,,,,,
12/10/2014,1228.25,0.007149453,,,,,,,,,,,,
12/11/2014,1219.5,-0.003274665,,,,,,,,,,,,
12/12/2014,1223.5,0.010475602,,,,,,,,,,,,
12/15/2014,1210.75,0.009543641,,,,,,,,,,,,
12/16/2014,1199.25,0.000208485,,,,,,,,,,,,
12/17/2014,1199,-0.009752126,,,,,,,,,,,,
12/18/2014,1210.75,0.011003952,,,,,,,,,,,,
12/19/2014,1197.5,0.001880682,,,,,,,,,,,,
12/22/2014,1195.25,0.013264749,,,,,,,,,,,,
12/23/2014,1179.5,0.002121792,,,,,,,,,,,,
12/24/2014,1177,-0.014340187,,,,,,,,,,,,
12/29/2014,1194,0.006301218,,,,,,,,,,,,
12/30/2014,1186.5,-0.010688565,,,,,,,,,,,,
12/31/2014,1199.25,0.012586699,,,,,,,,,,,,
1/2/2015,1184.25,-0.006522906,,,,,,,,,,,,
1/5/2015,1192,-0.015813896,,,,,,,,,,,,
1/6/2015,1211,-0.002268276,,,,,,,,,,,,
1/7/2015,1213.75,0.005991135,,,,,,,,,,,,
1/8/2015,1206.5,-0.003929278,,,,,,,,,,,,
1/9/2015,1211.25,-0.008835977,,,,,,,,,,,,
1/12/2015,1222,-0.013815742,,,,,,,,,,,,
1/13/2015,1239,0.00830721,,,,,,,,,,,,
1/14/2015,1228.75,-0.005275986,,,,,,,,,,,,
1/15/2015,1235.25,-0.018448488,,,,,,,,,,,,
1/16/2015,1258.25,-0.013616392,,,,,,,,,,,,
1/19/2015,1275.5,-0.013046626,,,,,,,,,,,,
1/20/2015,1292.25,-0.004439733,,,,,,,,,,,,
1/21/2015,1298,0.00851069,,,,,,,,,,,,
1/22/2015,1287,-0.005037794,,,,,,,,,,,,
1/23/2015,1293.5,0.008345512,,,,,,,,,,,,
1/26/2015,1282.75,0.002927688,,,,,,,,,,,,
1/27/2015,1279,-0.006235406,,,,,,,,,,,,
1/28/2015,1287,0.00897567,,,,,,,,,,,,
1/29/2015,1275.5,0.009452611,,,,,,,,,,,,
1/30/2015,1263.5,-0.008472122,,,,,,,,,,,,
2/2/2015,1274.25,-0.005283253,,,,,,,,,,,,
2/3/2015,1281,0.009214848,,,,,,,,,,,,
2/4/2015,1269.25,0.004342683,,,,,,,,,,,,
2/5/2015,1263.75,-0.000197804,,,,,,,,,,,,
2/6/2015,1264,0.017357044,,,,,,,,,,,,
2/9/2015,1242.25,0.003831036,,,,,,,,,,,,
2/10/2015,1237.5,0.001617469,,,,,,,,,,,,
2/11/2015,1235.5,0.008330842,,,,,,,,,,,,
2/12/2015,1225.25,-0.000407997,,,,,,,,,,,,
2/13/2015,1225.75,-0.006302755,,,,,,,,,,,,
2/16/2015,1233.5,0.0095714,,,,,,,,,,,,
2/17/2015,1221.75,0.012560651,,,,,,,,,,,,
2/18/2015,1206.5,-0.009281288,,,,,,,,,,,,
2/19/2015,1217.75,0.011770915,,,,,,,,,,,,
2/20/2015,1203.5,0.008343811,,,,,,,,,,,,
2/23/2015,1193.5,-0.001674341,,,,,,,,,,,,
2/24/2015,1195.5,-0.009159098,,,,,,,,,,,,
2/25/2015,1206.5,-0.011127253,,,,,,,,,,,,
2/26/2015,1220,0.012371292,,,,,,,,,,,,
2/27/2015,1205,-0.009703803,,,,,,,,,,,,
3/2/2015,1216.75,0.007424245,,,,,,,,,,,,
3/3/2015,1207.75,0.002902158,,,,,,,,,,,,
3/4/2015,1204.25,0.003743765,,,,,,,,,,,,
3/5/2015,1199.75,0.002712573,,,,,,,,,,,,
3/6/2015,1196.5,0.019196877,,,,,,,,,,,,
3/9/2015,1173.75,0.010922049,,,,,,,,,,,,
3/10/2015,1161,0.001939865,,,,,,,,,,,,
3/11/2015,1158.75,-0.002155173,,,,,,,,,,,,
3/12/2015,1161.25,0.004098808,,,,,,,,,,,,
3/13/2015,1156.5,-0.000432246,,,,,,,,,,,,
3/16/2015,1157,0.001946578,,,,,,,,,,,,
3/17/2015,1154.75,0.004991871,,,,,,,,,,,,
3/18/2015,1149,-0.01297035,,,,,,,,,,,,
3/19/2015,1164,-0.006636009,,,,,,,,,,,,
3/20/2015,1171.75,-0.008201818,,,,,,,,,,,,
3/23/2015,1181.4,-0.009980501,,,,,,,,,,,,
3/24/2015,1193.25,0.000586805,,,,,,,,,,,,
3/25/2015,1192.55,-0.014030497,,,,,,,,,,,,
3/26/2015,1209.4,0.009470869,,,,,,,,,,,,
3/27/2015,1198,0.008887457,,,,,,,,,,,,
3/30/2015,1187.4,0.0068874,,,,,,,,,,,,
3/31/2015,1179.25,-0.001694557,,,,,,,,,,,,
4/1/2015,1181.25,-0.016997576,,,,,,,,,,,,
4/2/2015,1201.5,-0.005809145,,,,,,,,,,,,
4/7/2015,1208.5,-0.002149116,,,,,,,,,,,,
4/8/2015,1211.1,0.012546382,,,,,,,,,,,,
4/9/2015,1196,-0.004920982,,,,,,,,,,,,
4/10/2015,1201.9,0.003375355,,,,,,,,,,,,
4/13/2015,1197.85,0.00535723,,,,,,,,,,,,
4/14/2015,1191.45,0.001343804,,,,,,,,,,,,
4/15/2015,1189.85,-0.012320313,,,,,,,,,,,,
4/16/2015,1204.6,4.15E-05,,,,,,,,,,,,
4/17/2015,1204.55,0.001079824,,,,,,,,,,,,
4/20/2015,1203.25,0.004623178,,,,,,,,,,,,
4/21/2015,1197.7,-0.003916508,,,,,,,,,,,,
4/22/2015,1202.4,0.012258798,,,,,,,,,,,,
4/23/2015,1187.75,-0.003697639,,,,,,,,,,,,
4/24/2015,1192.15,0.007916164,,,,,,,,,,,,
4/27/2015,1182.75,-0.015645308,,,,,,,,,,,,
4/28/2015,1201.4,-0.002826035,,,,,,,,,,,,
4/29/2015,1204.8,0.000415093,,,,,,,,,,,,
4/30/2015,1204.3,0.021231864,,,,,,,,,,,,
5/1/2015,1179,-0.007099421,,,,,,,,,,,,
5/5/2015,1187.4,-0.003237133,,,,,,,,,,,,
5/6/2015,1191.25,0.006949591,,,,,,,,,,,,
5/7/2015,1183,-0.001900138,,,,,,,,,,,,
5/8/2015,1185.25,0.000421941,,,,,,,,,,,,
5/11/2015,1184.75,0.00025325,,,,,,,,,,,,
5/12/2015,1184.45,-0.007192611,,,,,,,,,,,,
5/13/2015,1193,-0.018067151,,,,,,,,,,,,
5/14/2015,1214.75,-0.001275169,,,,,,,,,,,,
5/15/2015,1216.3,-0.009695508,,,,,,,,,,,,
5/18/2015,1228.15,0.00694504,,,,,,,,,,,,
5/19/2015,1219.65,0.010633137,,,,,,,,,,,,
5/20/2015,1206.75,-0.002358931,,,,,,,,,,,,
5/21/2015,1209.6,-0.001156738,,,,,,,,,,,,
5/22/2015,1211,0.01413745,,,,,,,,,,,,
5/26/2015,1194,0.006301218,,,,,,,,,,,,
5/27/2015,1186.5,-0.001936598,,,,,,,,,,,,
5/28/2015,1188.8,-0.000840831,,,,,,,,,,,,
5/29/2015,1189.8,0.000924953,,,,,,,,,,,,
6/1/2015,1188.7,-0.004783694,,,,,,,,,,,,
6/2/2015,1194.4,0.007985584,,,,,,,,,,,,
6/3/2015,1184.9,0.008220037,,,,,,,,,,,,
6/4/2015,1175.2,0.006059849,,,,,,,,,,,,
6/5/2015,1168.1,-0.004697451,,,,,,,,,,,,
6/8/2015,1173.6,-0.003402521,,,,,,,,,,,,
6/9/2015,1177.6,-0.007613606,,,,,,,,,,,,
6/10/2015,1186.6,0.005238711,,,,,,,,,,,,
6/11/2015,1180.4,0.001017122,,,,,,,,,,,,
6/12/2015,1179.2,-0.00558141,,,,,,,,,,,,
6/15/2015,1185.8,0.004140793,,,,,,,,,,,,
6/16/2015,1180.9,0.003477969,,,,,,,,,,,,
6/17/2015,1176.8,-0.021187946,,,,,,,,,,,,
6/18/2015,1202,8.32E-05,,,,,,,,,,,,
6/19/2015,1201.9,0.014920646,,,,,,,,,,,,
6/22/2015,1184.1,0.006354069,,,,,,,,,,,,
6/23/2015,1176.6,0.003149609,,,,,,,,,,,,
6/24/2015,1172.9,0.000938286,,,,,,,,,,,,
6/25/2015,1171.8,-0.00119403,,,,,,,,,,,,
6/26/2015,1173.2,-0.004931563,,,,,,,,,,,,
6/29/2015,1179,0.006125593,,,,,,,,,,,,
6/30/2015,1171.8,0.002135749,,,,,,,,,,,,
7/1/2015,1169.3,0.004972575,,,,,,,,,,,,
7/2/2015,1163.5,-0.004074199,,,,,,,,,,,,
7/3/2015,1168.25,-0.004228156,,,,,,,,,,,,
7/6/2015,1173.2,0.017714798,,,,,,,,,,,,
7/7/2015,1152.6,-0.009412444,,,,,,,,,,,,
7/8/2015,1163.5,0.003702592,,,,,,,,,,,,
7/9/2015,1159.2,0.001122092,,,,,,,,,,,,
7/10/2015,1157.9,0.002161415,,,,,,,,,,,,
7/13/2015,1155.4,0.001645806,,,,,,,,,,,,
7/14/2015,1153.5,0.005302285,,,,,,,,,,,,
7/15/2015,1147.4,0.003055037,,,,,,,,,,,,
7/16/2015,1143.9,0.01054584,,,,,,,,,,,,
7/17/2015,1131.9,0.022424668,,,,,,,,,,,,
7/20/2015,1106.8,0.002986022,,,,,,,,,,,,
7/21/2015,1103.5,0.01093405,,,,,,,,,,,,
7/22/2015,1091.5,-0.003292786,,,,,,,,,,,,
7/23/2015,1095.1,0.008344462,,,,,,,,,,,,
7/24/2015,1086,-0.009986798,,,,,,,,,,,,
7/27/2015,1096.9,0.000182349,,,,,,,,,,,,
7/28/2015,1096.7,0.003105025,,,,,,,,,,,,
7/29/2015,1093.3,0.004216322,,,,,,,,,,,,
7/30/2015,1088.7,-0.005861359,,,,,,,,,,,,
7/31/2015,1095.1,0.005218597,,,,,,,,,,,,
8/3/2015,1089.4,-0.001192606,,,,,,,,,,,,
8/4/2015,1090.7,0.004686862,,,,,,,,,,,,
8/5/2015,1085.6,-0.004136606,,,,,,,,,,,,
8/6/2015,1090.1,-0.003662672,,,,,,,,,,,,
8/7/2015,1094.1,-0.009098416,,,,,,,,,,,,
8/10/2015,1104.1,-0.00325527,,,,,,,,,,,,
8/11/2015,1107.7,-0.014252023,,,,,,,,,,,,
8/12/2015,1123.6,0.007145439,,,,,,,,,,,,
8/13/2015,1115.6,0.002602883,,,,,,,,,,,,
8/14/2015,1112.7,-0.005109598,,,,,,,,,,,,
8/17/2015,1118.4,0.001342102,,,,,,,,,,,,
8/18/2015,1116.9,-0.009800506,,,,,,,,,,,,
8/19/2015,1127.9,-0.02218319,,,,,,,,,,,,
8/20/2015,1153.2,-0.005534431,,,,,,,,,,,,
8/21/2015,1159.6,0.005187631,,,,,,,,,,,,
8/24/2015,1153.6,0.013351566,,,,,,,,,,,,
8/25/2015,1138.3,0.012108504,,,,,,,,,,,,
8/26/2015,1124.6,0.001779993,,,,,,,,,,,,
8/27/2015,1122.6,-0.010103782,,,,,,,,,,,,
8/28/2015,1134,0.001323627,,,,,,,,,,,,
8/31/2015,1132.5,-0.00642523,,,,,,,,,,,,
9/1/2015,1139.8,0.005454399,,,,,,,,,,,,
9/2/2015,1133.6,0.008059917,,,,,,,,,,,,
9/3/2015,1124.5,0.002760588,,,,,,,,,,,,
9/4/2015,1121.4,0.000356761,,,,,,,,,,,,
9/7/2015,1121,0,,,,,,,,,,,,
9/8/2015,1121,0.017094433,,,,,,,,,,,,
9/9/2015,1102,-0.006602475,,,,,,,,,,,,
9/10/2015,1109.3,0.005423497,,,,,,,,,,,,
9/11/2015,1103.3,-0.003980105,,,,,,,,,,,,
9/14/2015,1107.7,0.004614766,,,,,,,,,,,,
9/15/2015,1102.6,-0.014764402,,,,,,,,,,,,
9/16/2015,1119,0.001788909,,,,,,,,,,,,
9/17/2015,1117,-0.018450053,,,,,,,,,,,,
9/18/2015,1137.8,0.004404129,,,,,,,,,,,,
9/21/2015,1132.8,0.007087202,,,,,,,,,,,,
9/22/2015,1124.8,-0.005938944,,,,,,,,,,,,
9/23/2015,1131.5,-0.019516657,,,,,,,,,,,,
9/24/2015,1153.8,0.007132326,,,,,,,,,,,,
9/25/2015,1145.6,0.01220759,,,,,,,,,,,,
9/28/2015,1131.7,0.00433917,,,,,,,,,,,,
9/29/2015,1126.8,0.010347996,,,,,,,,,,,,
9/30/2015,1115.2,0.001345956,,,,,,,,,,,,
